View,ClubType,Distance,Carry,LrDistanceOut,DirectionAngle,SpinBack,SpinSide,SpinAxis,BallSpeed,GolferId,0-LOWER-ANGLE,0-SHOULDER-ANGLE,0-SPINE-ANGLE,0-STANCE-RATIO,0-UPPER-TILT,1-HEAD-LOC,1-HIP-LINE,1-HIP-ROTATION,1-HIP-SHIFTED,1-LEFT-ARM-ANGLE,1-RIGHT-ARM-ANGLE,1-SHOULDER-ANGLE,1-SHOULDER-LOC,1-SPINE-ANGLE,2-HEAD-LOC,2-HIP-ANGLE,2-HIP-LINE,2-HIP-ROTATION,2-HIP-SHIFTED,2-LEFT-ARM-ANGLE,2-SHOULDER-ANGLE,2-SHOULDER-LOC,2-UPPER-TILT,3-HEAD-LOC,3-HIP-ANGLE,3-HIP-LINE,3-HIP-ROTATION,3-HIP-SHIFTED,3-LEFT-LEG-ANGLE,3-RIGHT-ARM-ANGLE,3-RIGHT-DISTANCE,3-RIGHT-LEG-ANGLE,3-SHOULDER-ANGLE,3-SHOULDER-LOC,4-HEAD-LOC,4-HIP-ANGLE,4-HIP-HANGING-BACK,4-HIP-LINE,4-HIP-ROTATION,4-HIP-SHIFTED,4-RIGHT-ARM-ANGLE,4-RIGHT-ARMPIT-ANGLE,4-SHOULDER-HANGING-BACK,4-SPINE-ANGLE,5-HEAD-LOC,5-HIP-HANGING-BACK,5-HIP-LINE,5-HIP-SHIFTED,5-LEFT-ARM-ANGLE,5-LEFT-LEG-ANGLE,5-RIGHT-ARM-ANGLE,5-SHOULDER-ANGLE,5-SHOULDER-HANGING-BACK,5-SPINE-ANGLE,6-HEAD-LOC,6-HIP-ANGLE,6-HIP-LINE,6-HIP-SHIFTED,6-LEFT-ARM-ANGLE,6-RIGHT-LEG-ANGLE,6-SHOULDER-ANGLE,6-SPINE-ANGLE,6-WEIGHT-SHIFT,7-FINISH-ANGLE,7-HIP-ANGLE,7-HIP-LINE,7-HIP-SHIFTED,7-SHOULDER-ANGLE,7-SPINE-ANGLE,Spine_Instability,X_Factor_Top,Hip_Sway_Range,Hip_Sway_Std,Spine_Angle_Range,Shoulder_Rotation_Range,Head_Movement_Range,Head_Movement_Std,Weight_Shift_Impact,Hip_Hanging_Back_Max,Shoulder_Hanging_Back_Max,Left_Arm_Consistency,Injury_Risk_Score,Injury_Risk_Level
DTL,I9,126.6,115.7,1.8,2.2,4962.0,-216.0,-2.49255947,43.6,1.0,154.16,6.1160000000000005,57.36,1.0939999999999999,0.598,-0.252,0.15,6.967999999999999,-0.244,168.52,147.14,34.4,21.616000000000003,62.26,-0.316,18.66,0.16,5.414,-0.292,138.98000000000002,32.81,34.41,0.7579999999999999,-0.24,18.32,0.28,7.316,-0.304,144.1,61.97,0.58,168.52,28.01,26.672000000000004,-0.14999999999999997,8.81,0.194,0.31,4.806,0.134,76.11,43.617999999999995,0.244,63.16,-0.414,0.08,0.25,0.5,164.65,180.0,155.372,15.804000000000002,0.1,63.58,-0.294,29.52,0.24,0.7580000000000001,167.158,158.43,53.0,62.77,58.592,84.622,5.22,0.51,0.898,30.78,72.44,4.894109724965307,20.694000000000003,1.202,0.5140983785785974,15.079999999999998,46.884,0.264,0.0879765120169393,58.592,0.194,0.244,13.990122086672432,0.19626955898549997,Low
DTL,I7,139.5,127.1,-4.0,-0.1,3493.0,-183.0,-2.999012411,45.2,2.0,155.51,7.733999999999999,65.13,1.2440000000000002,0.694,-0.146,0.09,5.212,-0.18600000000000003,171.89,130.54,36.46,31.914000000000005,66.96,-0.274,11.12,0.12,7.2620000000000005,-0.292,141.83599999999998,31.98,36.896,0.8239999999999998,-0.244,10.22,0.17,6.5680000000000005,-0.2839999999999999,147.14,64.53,0.51,163.74,21.06,55.912,-0.11399999999999999,14.06,0.21800000000000003,0.17,5.134,0.11600000000000002,14.07,54.68599999999999,0.192,66.93,-0.13,0.076,0.03,0.542,157.988,180.0,150.062,56.31,0.126,65.47,-0.098,16.49,-0.02,0.6980000000000001,168.956,158.66799999999998,52.27,59.58,58.629999999999995,87.81599999999999,5.64,0.27,0.7439999999999999,18.43,77.93,6.0060902424122835,14.491999999999997,1.0359999999999998,0.4641707403429003,18.35000000000001,48.576,0.17600000000000002,0.07315098541145339,58.629999999999995,0.21800000000000003,0.192,13.606969427466208,0.21747864447392554,Low
DTL,I7,154.5,141.1,-7.3,2.8,4348.0,-1124.0,-14.49420387,49.9,3.0,163.74,8.626,57.48,1.2799999999999998,0.632,-0.44799999999999995,0.12,9.776,-0.48999999999999994,180.0,161.81,45.0,42.525999999999996,67.01,-0.554,15.71,0.15,46.558,-0.5439999999999999,162.45999999999998,30.08,47.437999999999995,0.8059999999999998,-0.4739999999999999,15.5,0.22,45.00999999999999,-0.5519999999999999,143.454,83.11,0.47,180.0,19.3,49.245999999999995,-0.33999999999999997,5.72,0.32200000000000006,0.17,8.488000000000001,-0.15600000000000003,11.48,42.348,0.418,65.99,-0.318,0.072,0.03,0.47800000000000004,161.942,180.0,154.974,40.79,0.20600000000000002,69.34,-0.30400000000000005,15.6,0.07,0.708,164.16799999999998,150.346,45.0,64.74,97.65,86.65,0.0,0.37,0.6699999999999999,22.74,84.13,8.811485118866171,-25.70999999999999,1.2599999999999998,0.583362012900427,26.65,36.374,0.25,0.10079219546505902,97.65,0.32200000000000006,0.418,8.624267369850424,0.22136198593756237,Low
DTL,W1,148.7,128.8,18.0,2.3,2928.0,905.0,17.17557886,46.4,6.0,171.89,14.666,76.88,1.7700000000000002,0.61,-0.20800000000000002,0.15,9.658000000000001,-0.356,180.0,102.12,26.57,49.22,77.26,-0.404,18.41,0.12,8.841999999999999,-0.476,151.32999999999998,18.57,61.878,0.818,-0.598,11.8,0.18,8.07,-0.6020000000000001,163.74,84.84,0.55,180.0,14.04,65.728,-0.38,5.076,0.45,0.314,6.973999999999999,-0.358,67.41,33.932,0.546,84.072,-0.628,0.20600000000000002,0.39,0.13200000000000003,174.45999999999998,171.208,145.722,31.419999999999998,0.406,84.55799999999999,-0.734,12.514,0.2839999999999999,0.23200000000000004,160.26399999999998,160.684,45.732000000000006,76.04,88.84400000000001,71.358,6.7620000000000005,0.6,0.07200000000000001,13.312000000000001,79.998,3.7428155533857996,5.969999999999999,0.8340000000000001,0.3310678250176311,8.517999999999986,32.42,0.526,0.19454562446891474,88.84400000000001,0.45,0.546,13.097422990802432,0.13825383942383623,Low
DTL,W1,171.7,157.3,1.0,3.3,2533.0,-356.0,-8.000223273,51.3,5.0,165.93,12.419999999999998,80.08,1.3940000000000001,0.6279999999999999,-0.13999999999999999,0.06,11.411999999999999,-0.23200000000000004,156.93,158.43,20.13,39.552,80.43,-0.246,5.29,0.13,43.866,-0.26799999999999996,153.654,21.8,48.288,0.754,-0.194,11.44,0.19,75.732,-0.22800000000000004,137.73,74.34,0.73,171.89,18.32,-47.708,-0.12399999999999997,0.0,0.202,0.47,39.998000000000005,0.044000000000000004,52.41,53.698,0.3,80.17,-0.10799999999999998,0.194,0.22400000000000003,0.272,159.414,180.0,140.952,10.41,0.274,86.87,-0.10600000000000001,36.48,0.6,0.36000000000000004,163.18,165.636,41.71,85.42,72.262,77.206,20.7,0.6,0.178,25.32,74.9,4.300713506694751,-57.412,0.628,0.262223822970632,11.969999999999999,31.3,0.13999999999999999,0.0558103932973062,72.262,0.202,0.3,4.021504320524848,0.12168912756252007,Low
DTL,W1,133.3,120.4,66.6,19.4,3520.0,2347.0,33.69382364,44.0,8.0,169.35,13.307999999999998,72.27,1.626,0.628,-0.11800000000000002,0.31,10.858,-0.24000000000000005,149.32,132.692,14.84,40.92,77.72,-0.308,12.41,0.31,40.646,-0.366,140.102,28.05,48.876000000000005,0.7539999999999999,-0.718,18.62,0.29,40.204,-0.53,160.642,55.94,0.59,180.0,20.07,39.81,-0.516,14.31,0.33199999999999996,0.27,5.088,-0.36,68.28,37.269999999999996,0.426,71.08,-0.6759999999999999,0.244,0.29,0.048,161.86599999999999,180.0,137.024,45.0,0.404,78.21,-0.558,25.04,0.27,0.122,135.96800000000002,161.446,37.43,71.08,89.35600000000001,71.83400000000002,0.0,0.79,0.24,7.79,85.13,5.540428683775289,-20.134,0.77,0.2910781272965665,14.049999999999997,37.21,0.6,0.22936230437163527,89.35600000000001,0.33199999999999996,0.426,11.482296518263801,0.17730105522247716,Low
DTL,I5,146.0,131.0,4.1,4.1,2964.0,-442.0,-8.481605794,46.3,2.0,152.87,12.418000000000001,65.99,1.4,0.642,-0.16999999999999998,0.13,8.309999999999999,-0.27599999999999997,152.87,131.3,25.36,40.158,72.32,-0.26399999999999996,14.58,0.2,42.322,-0.366,156.216,24.17,42.534,0.7959999999999999,-0.488,10.73,0.33,45.528,-0.51,129.79,88.85,0.77,158.43,23.45,49.419999999999995,-0.45199999999999996,6.12,0.288,0.37,42.216,-0.11200000000000002,84.84,62.27600000000001,0.388,78.08,-0.44399999999999995,0.21200000000000002,0.3,0.23199999999999998,148.38600000000002,165.93,148.27200000000002,33.69,0.324,75.73,-0.21799999999999997,23.17,0.2,0.466,121.824,164.878,58.43,74.9,93.03,78.588,0.0,0.48,0.546,4.09,88.57,7.447532253482804,-22.078,1.056,0.4186913853788685,22.58,54.34,0.318,0.13771080809677455,93.03,0.288,0.388,15.665286719367769,0.26192123960035724,Low
DTL,I4,171.6,156.0,39.5,6.6,3459.0,1433.0,22.50332653,53.9,2.0,152.87,12.675999999999998,59.11,1.734,0.6519999999999999,-0.12800000000000003,0.12,9.794,-0.304,180.0,116.1,31.39,40.316,68.39,-0.354,10.6,0.15,8.664,-0.45199999999999996,160.472,27.86,54.45399999999999,0.796,-0.442,5.46,0.19,5.772,-0.572,124.75,68.9,0.56,161.81,19.47,65.056,-0.364,11.77,0.40199999999999997,0.17,5.9719999999999995,-0.26599999999999996,37.81,44.67,0.45200000000000007,67.54,-0.6000000000000001,0.198,0.18,0.174,168.792,180.0,150.77400000000003,26.57,0.372,65.52,-0.786,27.53,0.13,0.33599999999999997,151.032,160.584,58.69,62.51,91.228,74.45,0.0,0.38,0.10799999999999998,20.4,76.37,5.8911956907462075,13.697999999999999,0.9079999999999999,0.3448221073456365,17.260000000000005,46.013999999999996,0.658,0.22611648915253102,91.228,0.40199999999999997,0.45200000000000007,12.314830733712903,0.208654045063569,Low
DTL,I7,133.2,124.7,-2.3,0.5,5993.0,-261.0,-2.493701784,46.3,3.0,161.81,9.904,61.17,1.124,0.642,-0.122,0.06,9.394000000000002,-0.4079999999999999,180.0,129.05,36.99,32.908,64.46,-0.28200000000000003,15.6,0.12,9.634,-0.4920000000000001,167.72,34.7,44.242000000000004,0.82,-0.442,5.48,0.15,9.952,-0.554,148.21,70.12,0.66,168.52,21.18,53.138,-0.13200000000000003,12.69,0.176,0.2,38.026,0.078,47.93,44.760000000000005,0.176,72.19,-0.064,0.118,0.21,0.4699999999999999,155.926,180.0,154.48600000000002,7.13,0.10400000000000001,70.93,0.11400000000000002,18.73,0.14,0.6,163.054,159.352,32.65,69.31,72.648,86.946,5.26,0.49,0.778,18.31,84.21,7.948117806541788,11.228,1.332,0.5591490132760846,23.039999999999992,29.860000000000003,0.556,0.19013539035820415,72.648,0.176,0.176,10.120940206654062,0.19522617136618037,Low
DTL,W1,170.9,153.7,43.4,10.3,3410.0,799.0,13.18712655,51.5,8.0,171.89,15.212,78.41,1.6620000000000001,0.6140000000000001,-0.11199999999999999,0.28,9.234,-0.34600000000000003,151.64,124.75,17.3,44.85799999999999,81.06,-0.352,11.58,0.29,42.87,-0.422,139.602,17.48,50.638000000000005,0.78,-0.446,15.93,0.24,42.05,-0.5599999999999999,152.676,44.77,0.54,180.0,14.78,50.092,-0.26,17.01,0.32,0.15,39.397999999999996,-0.21400000000000002,37.81,35.64,0.388,76.51,-0.33799999999999997,0.21600000000000003,0.18,0.17200000000000001,170.41,171.89,142.98,11.69,0.368,74.63,-0.298,13.38,0.04,0.22400000000000003,152.63600000000002,157.548,30.01,73.27,87.982,71.042,0.0,0.46,0.025999999999999995,8.75,85.48,4.497193198725922,-27.269999999999996,0.784,0.30507703945069353,12.210000000000008,21.26,0.334,0.1117192910826058,87.982,0.32,0.388,12.692358120801138,0.11923648108497012,Low
DTL,I7,136.4,127.3,-6.9,-0.2,5917.0,-465.0,-4.493475121,47.0,2.0,150.46,9.362,58.29,1.3599999999999999,0.678,-0.22799999999999998,0.08,11.6,-0.49400000000000005,173.268,125.45,34.51,100.66000000000001,59.87,-0.382,10.43,0.09,10.995999999999999,-0.5720000000000001,172.312,32.84,88.39599999999999,0.792,-0.538,10.67,0.2,10.201999999999998,-0.61,125.45,71.94,0.6,161.81,17.47,102.94000000000001,-0.14,11.7,0.186,0.24,40.184000000000005,0.16,60.66,41.056,0.23600000000000004,67.24,-0.05399999999999999,0.11400000000000002,0.18,0.612,159.62600000000003,171.89,155.43200000000002,76.68,0.166,64.02,0.054000000000000006,13.92,0.07,0.772,163.054,162.67399999999998,61.93,60.04,92.07199999999999,87.216,0.0,0.45,0.8420000000000002,20.14,77.91,7.313492781610347,7.268000000000001,1.4520000000000002,0.6552859063398351,19.619999999999997,67.31800000000001,0.5920000000000001,0.21739058550605794,92.07199999999999,0.186,0.23600000000000004,6.768433102769543,0.27619519415133,Low
DTL,W1,198.4,173.0,0.0,7.3,1030.0,-1028.0,-44.94431899,59.1,2.0,163.74,12.629999999999999,73.53,1.718,0.63,-0.015999999999999993,0.08,8.498000000000001,-0.352,130.54,98.63,8.13,30.516,80.41,-0.018000000000000006,9.79,0.12,8.398,-0.542,152.61399999999998,11.21,48.65,0.7360000000000001,0.03799999999999999,0.0,0.22,8.671999999999999,-0.558,136.05,78.46,0.75,163.74,22.002,60.336,-0.011999999999999993,6.04,0.32599999999999996,0.2,7.803999999999999,-0.078,112.33,60.826,0.484,74.44,0.015999999999999986,0.30199999999999994,0.18,0.392,154.52999999999997,158.43,142.62999999999997,60.17,0.32599999999999996,74.22,0.08600000000000001,26.92,0.2,0.492,165.96599999999998,160.45999999999998,40.45,72.24,72.536,82.076,0.0,0.8,0.504,0.0,82.73,4.246661826266212,13.33,1.062,0.47992697857268324,10.490000000000009,60.17,0.10400000000000001,0.04085910751187141,72.536,0.32599999999999996,0.484,14.805719919454546,0.2211966864340896,Low
DTL,I6,156.3,142.2,-0.5,4.8,3515.0,-876.0,-13.99404653,48.9,3.0,154.16,11.468,65.17,1.322,0.674,-0.16599999999999998,-0.06,10.272,-0.30199999999999994,168.52,129.05,29.21,31.534000000000002,64.22,-0.298,4.69,-0.02,10.394,-0.42200000000000004,135.3,29.08,47.114,0.768,-0.354,10.36,0.11,77.32000000000001,-0.45,143.13,73.14,0.58,171.89,22.51,40.138,-0.33799999999999997,10.91,0.202,0.17,44.053999999999995,-0.039999999999999994,68.28,49.839999999999996,0.288,69.69,-0.366,0.10400000000000001,0.16,0.44800000000000006,162.286,180.0,128.594,45.0,0.22800000000000004,74.44,-1.4259999999999997,13.03,0.28,-0.86,169.464,162.62,37.55,80.09,93.986,79.292,0.0,0.62,0.648,7.04,88.19,9.273883041459316,-54.81,1.508,0.5318137876756345,23.97,37.96,1.2599999999999998,0.4636596452859215,93.986,0.202,0.288,16.047505174740813,0.25610222312310976,Low
DTL,I5,172.3,155.7,1.6,3.3,2748.0,-337.0,-6.99153778,51.7,3.0,171.89,11.418,65.88,1.58,0.612,-0.462,-0.04,10.238000000000001,-0.402,180.0,155.51,27.93,42.592,71.96,-0.544,9.69,-0.03,44.636,-0.508,157.27800000000002,25.02,48.208000000000006,0.808,-0.5559999999999999,10.64,0.02,44.916000000000004,-0.6060000000000001,146.656,79.63,0.47,180.0,21.15,54.92,-0.672,7.18,0.27999999999999997,0.05,5.048,-0.246,32.86,37.712,0.386,74.2,-0.766,0.22999999999999998,0.1,0.098,168.77399999999997,168.52,151.152,0.0,0.364,74.3,-0.868,24.82,0.03,0.28400000000000003,155.56,163.228,42.97,73.5,71.074,76.768,5.6,0.45,0.21200000000000002,6.17,88.86,7.584377803529218,-23.766000000000005,0.8900000000000001,0.3623384369027704,22.980000000000004,42.97,0.40599999999999997,0.15278045250183894,71.074,0.27999999999999997,0.386,11.362750899320105,0.22496451141837126,Low
DTL,I7,127.5,117.2,-3.2,2.5,4595.0,-893.0,-10.99786704,43.6,3.0,160.05,9.772,61.96,1.1460000000000001,0.594,-0.272,0.074,10.4,-0.35600000000000004,180.0,147.14,28.67,36.00599999999999,64.21,-0.382,14.73,-0.04,10.111999999999998,-0.382,169.664,28.59,53.46,0.796,-0.49000000000000005,17.54,0.06,6.578,-0.43200000000000005,154.16,87.13,0.69,171.89,21.95,56.03000000000001,-0.13399999999999998,8.9,0.23199999999999998,0.21,8.822,0.024,70.73,41.87,0.354,73.99,-0.184,0.082,0.04,0.526,158.38400000000001,171.89,158.13400000000001,67.99,0.148,68.66,-0.11800000000000002,19.08,0.17,0.736,168.816,157.41400000000002,45.0,76.91,97.318,85.25399999999999,5.02,0.6,0.734,6.89,88.34,9.66427389926424,15.372,1.1680000000000001,0.5344426558396629,26.380000000000003,61.099999999999994,0.372,0.1481062681545473,97.318,0.23199999999999998,0.354,8.83152655735877,0.3015622626963656,Low
DTL,W1,205.9,188.0,1.0,2.0,1591.0,-294.0,-10.46955277,58.7,1.0,164.06,10.406,71.8,1.442,0.638,-0.04,0.05,2.708,-0.12399999999999997,156.53000000000003,144.1,19.31,28.827999999999996,73.34,-0.154,12.42,0.13,39.028000000000006,-0.176,173.26799999999997,13.94,48.72200000000001,0.728,-0.378,5.29,0.24,41.372,-0.268,158.43,101.54,0.57,180.0,10.7,39.83,-0.254,5.36,0.20600000000000002,0.33,40.944,0.048,29.54,38.239999999999995,0.3,80.66,-0.404,0.166,0.38,0.3,158.02800000000002,180.0,140.56599999999997,20.85,0.27999999999999997,79.76,-0.472,13.76,0.39,0.438,171.92600000000002,172.44400000000002,20.49,73.08,94.19999999999999,75.336,3.3939999999999997,0.634,-0.6619999999999999,9.78,83.078,4.7695708402329045,-30.672,1.0999999999999999,0.3679686839677425,11.278000000000006,11.070000000000002,0.432,0.16487288032501485,94.19999999999999,0.20600000000000002,0.3,8.881884334606761,0.08945514702934614,Low
DTL,W1,124.2,107.2,7.2,1.9,3067.0,241.0,4.492979339,41.4,7.0,160.05,11.462,66.9,1.5379999999999998,0.624,0.182,0.05,9.288,-0.12000000000000002,171.89,133.63,8.19,31.29,69.14,-0.04400000000000002,10.43,0.09,41.42399999999999,-0.386,165.78400000000002,12.4,45.089999999999996,0.766,-0.12200000000000003,9.37,0.19,44.262,-0.4720000000000001,165.93,70.12,0.63,180.0,15.288,50.081999999999994,-0.25999999999999995,5.59,0.37,0.31,6.831999999999999,-0.146,58.67,41.29,0.538,79.88,-0.10799999999999998,0.236,0.37,0.274,168.65,145.08,149.81199999999998,0.0,0.30200000000000005,83.69,0.030000000000000006,5.39,0.5,0.47000000000000003,141.058,164.68,16.31,86.13,91.586,80.61,5.57,0.67,0.6359999999999999,4.65,89.28,9.195020391494516,-28.974,1.108,0.4279029707549976,22.379999999999995,16.31,0.44199999999999995,0.15021806371627436,91.586,0.37,0.538,14.081017233613963,0.18801531449057265,Low
DTL,W1,179.0,157.5,-0.6,-2.9,1964.0,276.0,7.999364921,55.1,4.0,163.74,14.138,66.21,1.3679999999999999,0.5900000000000001,-0.17,0.1,8.92,-0.45,150.39000000000001,132.07,21.34,48.504,71.54,-0.25199999999999995,12.8,0.1,8.94,-0.556,160.784,20.17,65.502,0.744,-0.356,17.1,0.18,9.962,-0.59,132.84,73.14,0.63,171.89,14.17,82.636,-0.2,17.72,0.346,0.32,7.578,-0.124,118.03,47.8,0.512,73.81,-0.25599999999999995,0.22000000000000003,0.41,0.22999999999999998,164.744,171.89,156.256,71.57,0.376,76.38,-0.16399999999999998,24.43,0.45,0.38,164.80800000000002,164.68,43.04,74.98,92.34,81.856,5.21,0.74,0.702,0.0,77.4,4.066928406877442,4.208,1.2919999999999998,0.5068588607905605,11.190000000000012,71.57,0.192,0.07188602089419055,92.34,0.346,0.512,6.793560357672058,0.2311956757220721,Low
DTL,W1,143.3,120.5,-18.5,-3.5,2397.0,-847.0,-19.46128743,46.5,8.0,161.53400000000002,12.501999999999999,75.68,1.52,0.634,-0.12600000000000003,0.128,6.7200000000000015,-0.32599999999999996,163.74,125.45,24.95,39.352,77.96,-0.188,10.51,0.39,74.762,-0.382,139.80599999999998,22.49,35.821999999999996,0.758,-0.484,11.71,0.32,3.3519999999999994,-0.524,141.74399999999997,56.63,0.58,180.0,18.56,52.510000000000005,-0.274,17.93,0.378,0.33,3.25,-0.20199999999999996,61.31,39.074,0.49000000000000005,68.32,-0.26399999999999996,0.2,0.11,0.164,135.74599999999998,180.0,137.146,55.71,0.294,70.37,-0.22600000000000003,20.48,0.2,0.388,152.14600000000002,161.594,38.2,67.94,93.328,81.142,0.0,0.76,0.30599999999999994,3.81,81.16,5.492388976271315,15.207999999999998,0.912,0.36314813978398874,13.219999999999999,51.9,0.358,0.1222156563892968,93.328,0.378,0.49000000000000005,12.677540600079617,0.21657646153017085,Low
DTL,I5,156.3,146.1,4.8,0.4,4715.0,164.0,1.992093573,50.3,3.0,156.93,11.888,61.31,1.274,0.682,-0.16399999999999998,0.006000000000000005,8.122,-0.466,180.0,152.87,26.44,38.233999999999995,64.4,-0.3,13.5,-0.05,8.95,-0.536,161.70800000000003,26.45,55.75599999999999,0.778,-0.21799999999999997,9.72,0.08,10.088,-0.48200000000000004,150.46,84.26,0.72,171.89,25.07,66.15799999999999,-0.18800000000000003,11.33,0.296,0.24,7.535999999999999,-0.046,83.68,47.528,0.378,72.41,-0.08600000000000001,0.15,0.34,0.40800000000000003,161.23600000000002,168.52,160.02,48.01,0.188,79.44,0.039999999999999994,9.68,0.29,0.638,141.202,157.308,30.12,76.04,94.79400000000001,87.88,0.0,0.65,0.648,12.02,89.66,10.340442285834133,14.982000000000001,1.1840000000000002,0.5367280059592124,28.349999999999994,36.122,0.33999999999999997,0.11740300961502931,94.79400000000001,0.296,0.378,15.8483693693284,0.26250045106918474,Low
DTL,W1,187.0,171.9,3.2,0.3,2666.0,137.0,2.94171916,54.5,5.0,171.89,12.558000000000002,74.77,1.5999999999999999,0.596,-0.30999999999999994,-0.04,15.344,-0.386,171.89,127.59,23.91,51.54600000000001,74.72,-0.462,9.66,0.07,14.182000000000002,-0.49400000000000005,164.202,22.87,66.7,0.7679999999999999,-0.538,5.64,0.19,13.862,-0.41400000000000003,140.35,70.73,0.65,180.0,13.26,68.25999999999999,-0.178,12.78,0.344,0.34,11.806000000000001,-0.04,92.87,53.61,0.508,78.06,-0.20400000000000001,0.174,0.4,0.40800000000000003,160.76799999999997,168.52,144.244,8.13,0.33199999999999996,81.61,-0.21599999999999997,37.43,0.33,0.46399999999999997,160.51600000000002,169.454,45.0,76.62,88.59599999999998,77.00200000000001,11.12,0.44,0.5860000000000001,13.74,84.87,4.053588122474542,-0.6020000000000003,1.08,0.46349890840781716,10.150000000000006,36.87,0.36000000000000004,0.14979986648859206,88.59599999999998,0.344,0.508,5.304200850897958,0.13706683586481858,Low
DTL,I8,143.0,132.6,5.6,1.9,5082.0,44.0,0.49605496,47.5,3.0,165.93,8.057999999999998,65.02,1.168,0.776,-0.19,0.15,13.251999999999999,-0.30200000000000005,171.89,156.93,41.04,30.363999999999997,69.0,-0.22199999999999998,20.77,0.19,14.565999999999999,-0.338,161.37800000000001,49.05,42.07,0.906,-0.176,20.48,0.26,13.882,-0.25600000000000006,148.21,85.41,0.43,180.0,28.04,54.483999999999995,0.15,17.21,0.156,0.24,10.166,0.22600000000000003,23.07,50.826,0.13000000000000003,70.8,-0.066,0.022,0.1,0.6900000000000001,156.85999999999999,180.0,153.202,26.98,0.08,69.63,-0.11599999999999999,14.69,0.15,0.8280000000000001,166.724,159.21599999999998,45.0,68.64,78.246,87.28,0.0,0.62,0.7699999999999999,18.17,85.91,7.32195329130144,14.158,1.1660000000000001,0.5327061192851172,20.89,40.992,0.372,0.13609212566003465,78.246,0.156,0.13000000000000003,6.515245812707296,0.20479683887143554,Low
DTL,W1,233.2,215.5,14.3,1.8,2926.0,230.0,4.494527621,65.5,2.0,155.51,12.764,65.57,1.7280000000000002,0.646,-0.038,0.07,10.894,-0.21400000000000002,161.81,133.63,26.45,41.826,71.74,-0.16799999999999998,10.59,0.13,74.966,-0.288,149.788,17.56,41.76,0.756,-0.43599999999999994,5.69,0.17,46.767999999999994,-0.372,136.89,69.51,0.67,161.81,15.56,55.556,-0.126,5.87,0.262,0.27,13.228,-0.038000000000000006,35.9,66.11800000000001,0.368,77.0,0.078,0.192,0.29,0.354,160.824,180.0,144.45999999999998,56.73,0.28200000000000003,81.79,-0.047999999999999994,22.29,0.18,0.48999999999999994,171.76799999999997,167.57,51.96,76.19,72.848,74.238,5.19,0.47,0.6739999999999999,8.51,78.33,5.693813016482603,-31.20799999999999,1.0459999999999998,0.4154912181754896,16.220000000000013,48.22,0.5139999999999999,0.17507369876711917,72.848,0.262,0.368,8.987710479686491,0.2031103113938107,Low
DTL,W1,245.1,224.8,1.3,2.3,1312.0,-219.0,-9.47648505,67.7,3.0,165.93,12.308000000000002,76.89,1.426,0.692,-0.33799999999999997,0.044,7.539999999999999,-0.31599999999999995,160.05,132.07,11.31,22.958000000000002,79.91,-0.4680000000000001,0.0,0.092,9.242,-0.37,140.07999999999998,16.04,34.470000000000006,0.792,-0.20800000000000002,0.0,-0.15,9.249999999999998,-0.30999999999999994,138.59,68.9,0.72,165.93,9.98,24.470000000000002,-0.18599999999999997,6.86,0.26000000000000006,0.06,7.353999999999999,0.15599999999999997,27.13,44.344,0.29,83.76,-0.10600000000000001,0.41200000000000003,-0.1,0.516,141.214,180.0,155.16199999999998,48.18,0.18,80.91,-0.27999999999999997,9.94,0.06,0.5619999999999999,129.684,164.344,22.37,83.71,92.562,84.51400000000001,5.04,0.62,0.7819999999999999,3.69,83.41,2.747365404649819,0.7300000000000022,1.152,0.48342311153057704,6.8700000000000045,44.49,0.3620000000000001,0.1276959931503987,92.562,0.41200000000000003,0.29,12.642499172763806,0.15201642848441654,Low
DTL,W1,171.1,152.2,-43.3,-11.5,2311.0,-404.0,-9.91602142,52.9,5.0,171.89,10.66,81.78,1.52,0.674,-0.372,0.11400000000000002,6.342,-0.49399999999999994,149.32,126.87,25.11,48.068,79.21,-0.506,5.71,0.074,4.254,-0.6,159.59,20.64,60.064,0.7780000000000001,-0.43,14.08,-0.05,6.556,-0.5959999999999999,152.87,83.68,0.55,180.0,16.95,76.61800000000001,-0.368,0.0,0.374,0.4,5.119999999999999,-0.182,51.68,31.272,0.5239999999999999,84.58,-0.39799999999999996,0.164,0.26,0.35,161.35399999999998,161.81,150.47200000000004,60.95,0.33599999999999997,84.16,-0.374,0.0,0.49,0.5359999999999999,167.928,166.246,53.28,86.52,75.71600000000001,82.526,11.2,0.62,0.4800000000000001,23.32,83.5,2.5228746831078763,10.393999999999998,1.136,0.5157511396935911,7.310000000000002,50.290000000000006,0.138,0.05336665625650534,75.71600000000001,0.374,0.5239999999999999,7.704972074359951,0.1511955258437535,Low
